-1,-1,-1
-3,14,15
-2,14,14
-3,14,14
-3,14,16
-4,15,17
-4,15,17
-4,15,16
-2,15,15
1,15,15
-1,15,15
-1,15,15
-1,14,14
-1,15,14
-2,15,15
-1,15,15
-2,15,16
-2,15,16
-2,15,15
-2,14,15
-1,14,14
-1,15,15
-2,15,15
-2,15,15
-1,15,15
-2,15,16
-2,14,15
-1,14,14
-2,14,15
-2,14,15
-2,15,15
0,15,15
1,14,15
0,14,15
1,15,15
2,15,13
5,19,13
3,19,16
3,18,15
6,15,11
10,17,10
5,17,9
5,19,7
7,19,5
7,18,5
6,19,5
6,19,5
7,19,4
6,19,5
4,19,7
3,20,9
3,21,11
3,21,11
4,23,10
5,24,10
4,29,11
5,32,9
5,31,8
4,26,18
2,26,26
-1,16,19
0,12,9
-11,12,3
-5,4,11
12,13,23
7,14,12
-2,14,8
-7,13,11
-4,12,12
1,10,11
1,10,11
1,8,11
-1,8,13
-2,9,12
-2,7,12
-4,7,14
-3,7,15
1,8,15
2,8,16
5,6,19
13,0,18
13,3,20
6,9,30
2,6,25
-3,5,14
-7,3,14
-1,8,22
-1,8,37
-2,9,32
-2,18,21
6,13,15
3,11,9
-1,10,9
-7,9,3
-7,9,0
-7,11,-4
-11,14,-5
-11,15,-5
-5,19,-1
-3,21,-1
7,33,2
27,41,48
18,40,46
-5,27,9
-6,27,10
-2,32,38
-9,-4,1
-13,0,-2
-2,-1,21
9,20,31
5,11,10
-8,11,9
-10,11,10
0,8,8
3,8,8
2,8,7
-2,9,9
-2,10,12
-4,11,15
-4,11,15
0,9,18
13,2,15
14,-1,18
15,4,22
12,8,25
1,2,27
-10,8,20
1,4,29
1,5,37
-8,10,39
-8,14,37
6,18,24
7,13,8
-4,9,5
-7,9,4
-13,7,-3
-13,7,-6
-12,13,-5
-9,15,-8
-8,17,-9
-2,24,-10
2,28,-8
29,37,48
-8,31,36
-15,28,12
0,36,29
10,39,52
-12,-5,1
1,-7,4
7,-4,12
13,20,26
8,12,22
-12,10,17
-12,7,14
-8,8,12
3,9,7
5,8,7
-2,9,1
-6,12,7
-6,8,15
-4,8,17
5,9,20
8,8,19
15,1,20
16,3,18
8,7,25
0,1,25
-9,4,19
4,5,27
2,7,34
-8,10,38
-6,12,36
7,18,25
13,14,13
3,13,5
-6,9,0
-9,8,-2
-11,7,-5
-12,11,-2
-11,12,-4
-10,13,-4
-5,17,-2
0,21,-2
20,37,23
25,39,54
8,35,39
-9,27,-10
-8,29,1
2,15,53
-1,3,7
-2,-3,4
-1,10,17
-1,10,22
10,13,21
-7,9,12
-8,6,10
-3,7,9
0,8,8
2,6,9
-6,10,10
-5,8,11
-4,7,14
-4,6,13
0,9,15
2,10,17
9,2,15
6,2,18
5,5,19
-3,6,25
-6,4,27
-10,-1,22
0,12,34
-4,10,42
-14,16,43
-4,19,31
13,19,9
3,15,7
0,13,6
-9,8,3
-11,8,1
-10,13,-3
-7,18,-4
-8,18,-4
-6,19,-3
-5,19,-3
-1,25,3
6,33,22
11,36,35
3,40,25
-9,23,-16
-17,17,-15
-27,12,58
-8,4,77
25,-7,-2
4,1,-8
-9,20,-4
5,1,34
8,7,25
6,4,12
2,0,3
1,2,5
6,0,15
10,6,10
10,9,8
9,6,7
1,7,10
1,9,13
5,9,16
7,6,20
6,5,21
7,3,20
-3,4,25
-7,4,25
-3,4,23
0,8,32
1,10,40
-15,22,38
-4,14,25
7,11,11
8,12,8
6,12,3
-7,12,-7
-7,12,-7
-8,11,-6
-8,16,-8
-10,17,-8
-9,20,-10
0,33,-5
5,37,3
22,40,45
23,48,59
-19,21,0
-8,18,53
-14,12,43
-4,0,11
-8,2,5
-1,3,14
8,12,26
-1,10,17
-6,10,14
-5,5,7
-2,6,5
5,5,10
1,3,8
0,4,6
2,9,8
4,10,12
4,10,13
7,6,14
7,6,20
6,4,23
9,6,19
7,9,19
-11,5,22
-5,1,21
-2,7,26
-8,14,45
-14,14,46
-5,19,27
10,18,11
10,14,9
7,13,6
-4,12,4
-8,13,-2
-9,13,-5
-10,14,-6
-12,15,-9
-12,16,-8
-8,22,-10
1,35,0
23,44,36
26,50,66
-6,37,31
-17,24,15
-19,5,50
-11,6,33
5,-9,9
0,-6,6
1,18,15
13,9,23
3,10,18
-9,5,10
-7,5,7
4,6,11
5,3,10
3,4,9
3,11,7
3,12,7
8,8,9
8,9,15
6,9,17
5,5,21
7,0,22
0,11,26
-2,4,28
-6,3,18
2,8,14
3,9,23
-9,7,42
-5,16,33
-2,20,26
6,16,13
5,13,14
3,10,9
-8,9,-3
-7,9,-5
-9,13,-6
-10,13,-6
-11,14,-6
-6,23,-8
-5,26,-9
11,41,13
29,39,36
5,37,40
-18,31,2
-9,42,23
-8,12,39
-7,-1,15
-13,1,-11
6,16,25
17,20,32
4,12,18
-3,12,16
-14,8,15
0,6,10
3,7,11
0,8,12
-3,8,10
-4,9,9
0,12,9
1,11,12
4,8,12
5,5,11
9,3,19
14,8,22
13,9,25
4,7,23
-7,8,18
-6,8,23
-7,6,42
-12,11,33
-9,15,32
5,18,25
8,18,20
6,15,9
-4,9,5
-12,7,-3
-13,6,-6
-11,8,-5
-14,10,-6
-14,14,-8
-9,23,-8
-5,28,-6
14,41,19
26,38,41
-10,30,21
-8,28,14
8,30,35
-10,-1,20
-10,-3,9
3,-9,13
6,16,28
6,10,22
-7,11,17
-11,8,18
-3,7,11
3,9,9
3,10,9
-1,8,8
-3,12,6
-1,9,9
-2,9,11
-1,9,15
1,10,16
5,7,16
13,1,16
14,4,15
7,5,26
-2,4,25
-8,5,24
-6,8,36
-14,8,41
-9,16,33
-5,18,31
6,20,22
8,13,13
4,11,8
-9,11,3
-10,10,0
-9,11,-4
-9,12,-4
-13,14,-3
-10,16,-5
-9,19,-6
-3,27,-6
3,35,2
20,40,52
-6,33,38
-12,23,29
-2,19,47
-10,20,41
-17,-1,-21
5,-13,8
17,20,44
8,15,24
0,13,16
-17,2,12
-1,2,12
6,3,13
13,4,12
9,4,9
2,8,9
1,10,11
0,8,11
1,9,11
5,12,12
9,8,13
8,5,14
9,0,17
9,6,18
-2,6,30
-12,-3,24
-14,3,22
-10,12,41
-14,6,47
-14,6,47
9,19,17
9,14,7
4,12,6
-1,12,4
-8,10,-3
-9,11,-4
-10,16,-5
-10,18,-8
-10,19,-7
-7,23,-9
-2,28,-8
18,41,25
22,51,68
9,45,46
-14,17,-10
-10,24,3
-21,9,45
8,-1,1
-3,-3,-1
-7,8,12
-7,14,20
-1,12,18
-7,7,9
-4,6,9
10,6,9
11,6,10
-2,9,12
-2,4,13
-1,4,12
-2,3,13
-5,1,14
-8,0,20
-8,-1,21
-2,-4,16
2,-4,12
15,-2,10
12,12,20
14,11,20
15,13,21
10,13,21
-38,13,21
-17,28,23
-19,0,28
22,28,5
31,28,1
16,12,9
-18,3,10
-19,18,11
4,26,4
12,28,4
18,27,8
3,14,9
-8,9,9
-10,10,9
-10,9,8
-8,13,6
-7,14,3
0,21,-5
8,29,12
10,34,20
10,37,28
3,30,6
6,13,52
-27,21,38
-19,23,22
-10,6,5
-13,4,5
8,2,27
6,11,19
-3,13,10
-11,5,10
-11,5,11
7,3,15
6,11,8
5,11,7
5,8,10
2,8,12
-6,10,11
0,9,12
3,9,12
8,7,14
10,4,16
4,9,18
-5,5,27
-8,5,29
-10,1,22
-9,10,34
-17,13,46
-5,17,25
0,17,18
10,15,13
9,15,11
2,13,6
-7,14,0
-7,14,-3
-8,14,-4
-9,15,-5
-10,15,-5
-8,18,-3
-2,25,-3
0,28,-2
6,32,3
15,39,20
-9,26,8
-12,25,13
-19,12,48
-24,6,41
4,1,5
-1,9,9
6,17,27
11,15,27
-5,13,18
-9,12,16
-6,5,12
2,9,11
6,9,12
3,8,10
1,8,10
0,10,8
2,10,8
3,10,8
4,11,9
6,8,15
3,5,18
3,2,22
-1,9,25
-2,11,26
-1,6,29
-1,4,11
-5,5,15
-2,11,36
-2,12,42
-2,15,35
-1,17,27
6,19,13
3,12,12
-3,10,11
-7,10,2
-6,11,-1
-6,14,-4
-9,15,-4
-10,14,-4
-9,16,-3
-8,17,-4
7,35,9
13,36,19
28,44,57
20,43,50
-6,22,-6
-7,27,33
-11,17,31
-4,9,22
4,8,14
-11,6,7
4,13,25
8,14,21
3,14,17
-5,11,14
-3,10,11
4,10,11
1,10,10
-3,10,12
-3,10,11
-3,9,9
-2,10,14
-1,9,16
1,10,16
7,7,16
7,6,16
9,2,16
1,7,30
-6,6,27
-5,5,23
-4,4,20
-4,8,24
-10,12,38
-5,12,26
-1,17,22
7,19,14
4,12,12
-3,10,8
-8,10,6
-9,10,1
-8,12,-2
-9,13,-2
-10,13,-2
-7,18,-2
-6,21,-2
1,29,0
9,36,12
23,45,49
-6,25,4
-10,23,-1
-1,37,34
-3,30,38
0,12,20
-11,-6,-6
-7,-4,5
14,22,30
14,19,23
-7,13,11
-8,11,13
-6,12,12
0,13,10
1,13,9
-4,12,9
-5,10,11
-5,10,12
-6,11,14
-6,10,16
1,10,18
10,6,15
12,4,16
13,7,18
1,8,31
-6,6,24
-3,6,12
-3,7,17
-6,9,34
-9,10,39
-1,16,27
12,20,11
13,20,11
6,11,9
-7,10,10
-6,8,2
-6,9,1
-6,14,2
-7,13,1
-8,13,-1
-6,14,0
-6,14,1
-2,31,8
10,37,12
18,34,18
12,30,23
5,27,-1
5,27,3
-23,13,60
-32,19,37
-17,4,-5
-13,-6,18
3,3,36
8,11,18
0,11,12
-10,2,13
-3,3,16
1,2,16
4,5,12
3,7,9
3,8,10
-1,8,14
-1,9,14
2,12,13
4,11,12
5,6,12
8,0,15
9,2,15
-7,8,30
-12,0,29
-10,-6,21
-5,15,36
-18,13,50
-18,16,43
0,16,19
10,15,11
0,14,7
-6,14,5
-8,14,1
-8,15,0
-8,15,-5
-8,16,-5
-7,17,-2
-10,17,-2
-7,22,-2
4,35,3
17,38,16
17,38,16
20,43,42
-4,25,22
-21,15,55
-22,18,18
-13,9,5
1,-1,2
7,5,24
16,18,29
-12,9,10
-15,7,11
-7,0,12
-2,2,12
6,5,12
5,6,8
6,8,8
6,11,9
4,10,12
2,10,11
0,10,11
6,6,15
5,5,17
2,3,24
-2,8,23
-5,9,29
-2,7,21
2,3,14
5,3,14
4,7,21
-5,13,44
-5,17,27
5,17,15
5,16,15
3,14,12
-1,12,11
-8,9,1
-8,13,-2
-8,14,-3
-8,16,-3
-8,15,-2
-4,20,-2
-4,21,-3
0,33,6
4,36,13
22,35,53
2,26,-3
-6,26,-1
-4,29,17
-21,12,61
-16,22,47
-3,-4,-5
-7,7,12
-4,9,19
10,14,25
4,14,22
-11,9,14
-6,9,11
2,10,9
3,8,9
0,9,6
-3,9,9
-7,7,13
-8,8,14
-4,9,15
-1,10,19
4,6,19
10,3,17
7,10,20
4,9,25
-2,5,24
-9,9,30
-10,15,39
-22,15,49
-13,11,25
-1,14,9
3,15,12
-1,14,11
-3,13,12
-4,12,11
-8,12,4
-6,19,3
-5,19,2
-6,18,0
-7,18,-1
-7,21,-3
-2,23,-2
-1,30,2
9,38,23
15,37,37
9,41,31
-15,25,8
-10,16,36
-17,7,45
-13,17,27
4,2,-2
-10,8,9
13,9,33
17,12,29
-3,12,12
-6,9,10
-3,6,12
4,6,14
2,6,11
0,7,10
2,8,11
1,9,12
1,10,12
3,10,11
6,9,12
6,7,13
3,3,17
7,6,19
5,9,22
-3,9,31
-5,4,26
-8,2,13
-10,13,35
-10,11,42
-3,16,31
-2,17,22
9,21,13
3,12,10
-3,12,10
-8,12,3
-8,13,1
-7,15,-3
-7,17,-3
-8,16,-2
-7,18,-4
-7,19,-4
-2,26,-2
13,36,32
16,48,56
6,39,34
-10,19,-16
-7,27,-3
-3,19,35
7,10,13
-11,6,1
-13,4,7
-8,2,18
16,15,28
-8,13,10
-9,12,11
-2,9,12
0,9,13
4,10,13
-4,10,11
-4,11,11
-4,9,11
-4,10,11
-2,10,12
7,8,12
7,7,14
10,1,20
9,7,20
-2,10,33
-1,5,22
0,1,16
-1,9,20
-3,10,25
-11,12,40
-2,15,29
8,19,15
7,16,14
5,15,12
-1,12,9
-8,8,2
-9,11,-2
-9,12,-1
-10,14,0
-9,14,0
-7,18,-1
-3,25,-1
5,31,4
19,32,34
25,37,56
-4,22,-5
-1,25,8
-4,22,18
-11,12,49
10,-6,0
-14,10,6
-11,4,21
10,14,26
3,13,20
-7,11,11
-6,9,11
1,9,12
-1,12,11
-3,12,11
-4,10,9
-4,9,9
-3,11,13
0,10,12
2,10,12
5,7,16
12,2,17
4,12,27
-1,9,31
-6,7,26
-7,3,21
-5,6,20
-13,8,38
-8,12,33
-1,17,22
4,17,19
6,18,13
0,12,8
-3,13,7
-8,10,2
-8,10,1
-9,13,-1
-11,14,-2
-9,15,-2
-8,18,-2
-2,25,-2
0,29,0
16,33,22
28,47,64
-4,21,0
-6,22,2
-11,26,25
11,-3,3
1,-7,-3
-15,7,7
-13,3,16
15,15,29
-4,13,14
-9,10,14
-6,8,13
1,8,13
5,10,12
0,12,11
-1,10,10
-2,9,10
-4,10,13
-6,11,15
-2,10,13
6,4,14
8,1,14
10,8,14
5,11,20
-10,7,29
-9,1,19
-8,8,24
-16,11,40
-7,17,33
1,14,20
9,20,14
5,17,13
-2,12,11
-4,12,11
-7,13,7
-6,17,2
-7,18,1
-9,17,1
-9,15,0
-8,15,0
-4,20,-2
-1,28,4
2,29,10
16,36,47
26,45,60
-12,23,-8
-12,32,23
-16,8,60
-11,17,33
8,-13,-14
-11,17,19
-6,14,26
10,11,25
4,10,19
-8,9,12
0,7,11
5,8,14
4,7,12
3,7,12
2,9,11
3,9,11
1,8,12
0,8,12
-2,9,14
1,11,16
6,7,16
3,6,19
4,4,20
7,5,17
-2,9,29
-14,4,19
-12,7,26
-14,10,38
-13,12,43
1,18,20
12,21,7
7,19,9
-3,10,12
-5,10,10
-8,12,2
-4,15,1
-7,18,0
-8,19,2
-8,19,2
-6,19,1
-5,20,0
0,24,-4
1,31,3
5,32,11
17,40,55
-3,34,24
-17,20,13
-21,13,23
-5,15,55
4,12,30
-4,-7,-5
-10,5,19
18,7,26
14,8,19
1,10,10
-1,7,9
2,5,7
11,9,10
13,8,11
7,13,10
6,14,9
1,13,9
-2,13,12
-2,12,13
-8,10,18
-9,9,20
-5,9,19
3,9,13
4,7,14
9,5,15
12,6,15
13,15,17
6,21,34
12,18,34
2,19,24
-29,25,28
-31,23,28
-10,17,22
1,11,8
1,9,8
7,15,14
7,15,15
-7,10,12
-8,15,8
-6,15,9
3,17,7
3,17,8
-2,14,6
-10,11,5
-11,11,5
-10,13,2
-9,18,1
-7,26,2
23,32,36
27,32,51
3,34,16
-1,27,7
-2,19,42
-10,14,11
-3,4,-7
-11,10,11
-14,7,20
13,10,29
-10,11,12
-10,8,12
-3,4,12
1,5,14
3,5,13
-1,8,11
1,8,10
2,9,10
1,9,11
1,9,12
5,11,14
5,8,15
4,7,16
6,2,19
0,9,22
-11,7,31
-13,-1,19
-12,3,20
-10,13,38
-13,12,45
-4,18,25
10,16,14
7,15,12
3,13,9
-1,12,7
-8,15,1
-8,14,-3
