-1,-1,-1
-1,-1,-1
-14,13,17
-13,13,17
-13,13,18
-13,13,17
-13,13,17
-13,13,17
-13,13,17
-13,12,17
-13,13,18
-13,13,17
-14,13,17
-13,13,17
-14,13,17
-13,13,17
-13,13,17
-13,13,17
-13,13,17
-13,12,17
-13,13,17
-13,13,17
-13,12,17
-13,12,18
-13,13,18
-13,13,17
-13,12,17
-13,13,17
-13,13,17
-13,12,17
-14,13,17
-13,12,17
-13,13,17
-14,12,17
-14,13,17
-13,13,17
-14,13,17
-14,13,17
-13,12,17
-13,13,17
-13,12,17
-13,13,17
-13,13,17
-13,13,17
-13,13,17
-14,13,17
-13,13,17
-14,13,17
-13,13,18
-13,13,17
-13,13,17
-14,13,17
-13,13,17
-14,13,17
-13,13,18
-13,13,17
-13,13,18
-14,13,17
-14,13,17
-14,13,17
-13,13,17
-13,13,17
-14,13,17
-13,13,17
-13,13,17
-13,13,17
-14,13,17
-13,13,17
-14,12,17
-13,12,17
-13,13,17
-14,13,17
-14,12,17
-13,12,18
-13,12,18
-13,12,18
-13,13,17
-12,13,17
-12,14,17
-10,15,18
-10,16,18
-9,17,18
-9,18,18
-11,20,18
-10,21,19
-10,19,19
-12,21,18
-10,19,18
-10,21,15
-11,20,12
-10,20,12
-11,21,11
-11,21,12
-11,23,13
-11,23,13
-11,23,12
-10,23,12
-10,24,11
-11,24,11
-11,24,10
-11,23,9
-12,23,9
-12,25,10
-12,24,12
-12,26,12
-11,28,13
-11,30,13
-15,36,15
-17,35,18
-22,31,40
-17,27,24
-20,7,-10
-20,5,-7
-9,14,19
-3,18,19
-7,18,13
-9,14,13
-9,13,13
-11,15,15
-12,16,16
-8,12,15
-7,12,15
-8,12,16
-8,11,16
-8,12,15
-8,12,15
-8,11,16
-9,11,18
-8,12,20
-6,13,21
-4,13,21
-2,12,26
-5,20,26
-2,14,28
2,15,30
-8,15,23
-20,17,19
-22,9,29
-23,8,36
-19,17,27
-18,17,22
-9,11,15
-6,13,9
-8,12,8
-11,14,5
-12,13,4
-15,13,2
-16,13,2
-16,17,5
-14,20,7
-14,24,8
-14,27,7
-8,35,16
-6,39,28
-9,37,30
-12,37,12
-25,36,10
-26,32,51
-6,13,27
-22,-2,-12
-17,9,-12
1,3,31
1,20,39
-13,15,20
-20,13,12
-17,9,12
-12,10,16
-7,14,16
-6,12,14
-8,12,14
-6,12,13
-6,12,13
-7,10,14
-8,10,16
-9,12,19
-8,11,22
-6,12,20
1,10,23
-2,15,26
-9,17,28
-4,15,27
1,15,26
-16,13,19
-21,13,27
-23,13,38
-19,12,35
-17,17,26
-11,15,18
-3,12,11
-5,14,8
-8,13,7
-11,12,5
-16,10,3
-17,10,1
-15,12,2
-15,15,3
-14,20,3
-14,24,3
-12,38,16
-6,37,31
-10,39,42
-14,39,23
-27,37,9
-18,31,55
-7,11,13
-36,5,-18
-17,5,-5
0,7,37
9,22,39
-9,15,16
-17,12,12
-17,8,13
-13,10,16
-10,12,17
-9,12,15
-9,11,14
-6,11,12
-8,11,13
-7,10,14
-8,11,19
-6,13,20
-2,12,20
4,9,24
-1,21,27
-4,19,27
2,17,25
-10,12,21
-23,13,23
-23,14,37
-22,14,42
-19,18,32
-17,18,24
-8,11,15
-2,10,13
-5,9,9
-9,10,5
-14,10,0
-17,10,-2
-17,12,-3
-16,13,-1
-14,15,2
-13,19,5
-12,42,17
-8,41,43
-9,41,47
-17,33,6
-28,34,7
-19,24,44
-10,11,9
-24,8,-10
-6,-5,2
-1,20,33
0,16,31
-15,12,20
-20,11,14
-20,10,13
-8,11,18
-5,11,17
-5,12,14
-5,13,14
-5,12,13
-7,13,12
-8,10,13
-7,10,16
-7,14,22
-7,13,21
1,11,22
3,12,25
-6,20,28
-6,14,27
-1,17,27
-6,14,25
-20,13,25
-21,10,33
-21,12,38
-18,20,30
-13,17,20
-7,11,15
-4,12,11
-9,10,6
-11,11,3
-13,12,1
-18,11,-2
-16,12,-2
-15,13,1
-14,20,6
-12,34,11
-4,41,32
-7,40,48
-12,35,20
-19,32,-6
-24,33,38
-15,14,44
-22,-3,-10
-26,12,-5
-2,-2,21
3,20,35
-7,14,24
-14,14,17
-17,10,13
-15,10,16
-8,12,16
-8,12,14
-8,13,12
-6,13,12
-6,13,13
-7,12,15
-7,11,15
-8,13,19
-8,13,20
0,9,24
1,12,26
-10,21,29
-7,13,29
6,17,27
-2,14,21
-20,16,20
-22,9,26
-22,13,39
-18,18,38
-16,18,30
-6,13,14
-1,13,10
-6,12,5
-9,12,2
-14,11,0
-16,11,-1
-18,9,-1
-17,13,-1
-14,18,1
-12,29,7
-8,44,20
-2,37,39
-11,38,32
-14,34,3
-24,33,19
-17,26,48
-9,-3,6
-28,16,-1
-12,-8,1
1,2,30
-2,17,32
-13,12,19
-17,7,15
-18,7,14
-11,10,16
-7,11,16
-6,10,15
-6,13,13
-6,13,12
-7,8,15
-8,9,16
-9,15,19
-6,13,20
0,12,21
5,11,23
-2,19,26
-4,16,29
-1,18,30
-19,21,22
-25,8,26
-25,15,37
-22,18,39
-22,19,32
-8,14,17
1,13,12
-2,12,7
-12,10,1
-15,10,0
-20,14,-2
-17,14,-3
-15,15,-4
-11,20,0
-9,33,12
-8,42,25
-6,38,35
-8,33,29
-14,34,-1
-28,34,6
-26,22,58
-8,3,24
-27,5,-5
-12,-1,11
-4,12,31
-7,14,32
-17,12,18
-15,7,12
-10,6,15
-2,7,18
1,8,17
-5,9,14
-5,8,14
-1,8,13
-1,9,15
-4,10,16
-5,12,15
-1,11,17
0,11,19
0,12,27
-2,17,31
-2,18,27
-4,20,25
-10,14,21
-17,18,22
-25,6,38
-24,13,40
-18,22,29
-11,16,21
0,12,14
-4,10,8
-10,10,3
-13,12,1
-18,13,0
-19,13,-2
-15,12,-4
-12,16,0
-7,30,9
-8,40,17
-6,40,29
-8,37,35
-9,34,14
-18,34,-10
-29,33,32
-23,21,52
-9,-5,6
-22,7,-6
-8,-2,6
-2,15,30
-8,15,31
