1,-1,-1,-1
2,-12,38,-12
3,-12,38,-12
4,-12,37,-12
5,-12,37,-11
6,-12,38,-11
7,-12,37,-12
8,-12,37,-11
9,-12,37,-12
10,-12,37,-12
11,-12,38,-11
12,-10,39,-10
13,-10,44,-12
14,-13,46,-9
15,-13,45,-9
16,-13,38,-7
17,-13,33,-7
18,-14,32,-6
19,-15,33,-7
20,-14,35,-9
21,-7,36,-6
22,-9,34,-7
23,-8,35,-7
24,-9,34,-6
25,-18,35,-8
26,-18,37,-7
27,-19,31,-8
28,-26,35,-8
29,-21,35,-6
30,-20,35,-6
31,-21,33,-9
32,-22,35,-7
33,-21,37,-6
34,-22,37,-6
35,-17,37,-7
36,-18,37,-8
37,-21,36,-8
38,-18,37,-8
39,-16,37,-8
40,-17,37,-8
41,-16,38,-9
42,-15,37,-9
43,-15,34,-9
44,-16,33,-10
45,-15,34,-11
46,-14,36,-12
47,-15,36,-13
48,-13,40,-14
49,-14,40,-15
50,-15,38,-17
51,-14,38,-17
52,-11,39,-16
53,-12,39,-17
54,-12,38,-17
55,-13,37,-18
56,-14,37,-18
57,-14,37,-18
58,-9,35,-18
59,-10,35,-18
60,-12,37,-19
61,-12,39,-19
62,-13,40,-18
63,-10,42,-17
64,-9,41,-17
65,-12,39,-17
66,-14,38,-17
67,-15,37,-17
68,-10,37,-14
69,-10,37,-12
70,-10,37,-11
71,-11,35,-9
72,-12,35,-9
73,-13,34,-4
74,-11,36,-2
75,-11,37,-2
76,-12,38,-3
77,-13,37,-3
78,-13,37,-2
79,-12,35,1
80,-13,35,2
81,-13,36,2
82,-13,35,3
83,-15,32,4
84,-17,31,4
85,-14,32,5
86,-14,33,5
87,-16,32,5
88,-17,31,5
89,-22,28,2
90,-23,29,1
91,-22,30,2
92,-22,29,0
93,-24,28,-2
94,-24,30,-6
95,-21,36,-8
96,-18,43,-9
97,-18,35,-6
98,-22,33,-7
99,-21,34,-10
100,-19,34,-9
101,-13,40,-10
102,-12,40,-10
103,-15,41,-13
104,-16,38,-14
105,-15,38,-14
106,-12,38,-14
107,-11,39,-14
108,-11,39,-15
109,-13,37,-15
110,-12,37,-16
111,-10,37,-15
112,-9,37,-15
113,-10,38,-15
114,-11,39,-15
115,-10,40,-14
116,-10,40,-15
117,-9,38,-14
118,-7,39,-13
119,-9,38,-13
120,-10,40,-13
121,-9,40,-11
122,-10,39,-12
123,-13,35,-12
124,-18,34,-10
125,-15,37,-8
126,-10,40,-9
127,-19,37,-10
128,-23,34,-10
129,-35,23,-8
130,-31,32,-9
131,-31,34,-9
132,-38,30,-10
133,-39,26,-10
134,-38,14,-7
135,-35,19,-2
136,-37,19,-3
137,-40,15,-4
138,-40,14,-4
139,-38,13,-3
140,-37,14,-2
141,-41,13,-4
142,-43,11,-4
143,-44,12,-4
144,-43,11,-4
145,-44,9,-5
146,-44,8,-2
147,-42,8,-2
148,-32,6,-2
149,-34,6,0
150,-29,9,9
151,-28,7,8
152,-26,6,7
153,-26,4,7
154,-25,4,8
155,-25,7,15
156,-21,6,12
157,-21,5,12
158,-21,2,12
159,-20,0,10
160,-22,-5,8
161,-17,-7,7
162,-19,-8,7
163,-18,-8,3
164,-19,-8,2
165,-26,1,3
166,-25,7,3
167,-28,9,1
168,-39,22,3
169,-31,25,6
170,-24,20,4
171,-33,34,10
172,-37,34,9
173,-38,23,2
174,-37,19,-1
175,-39,23,-2
176,-30,29,0
177,-32,23,-4
178,-36,23,-5
179,-37,24,-4
180,-34,24,-5
181,-34,21,-9
182,-35,27,-6
183,-35,30,-5
184,-35,32,-8
185,-34,30,-10
186,-36,26,-11
187,-35,32,-9
188,-34,32,-9
189,-36,29,-13
190,-36,27,-14
191,-33,22,-15
192,-35,27,-12
193,-35,30,-11
194,-34,29,-12
195,-32,28,-13
196,-32,26,-15
197,-34,26,-15
198,-35,27,-15
199,-35,28,-14
200,-33,28,-14
201,-33,27,-14
202,-32,26,-15
203,-34,26,-15
204,-34,27,-15
205,-34,29,-14
206,-33,28,-14
207,-34,26,-15
208,-33,26,-14
209,-32,27,-13
210,-31,28,-14
211,-33,27,-15
212,-34,27,-14
213,-37,28,-13
214,-37,28,-14
215,-33,24,-14
216,-31,24,-14
217,-33,26,-12
218,-34,31,-9
219,-34,32,-10
220,-30,28,-13
221,-25,22,-13
222,-19,37,-12
223,-21,39,-11
224,-18,39,-12
225,-13,40,-14
226,-12,41,-15
227,-16,36,-13
228,-12,34,-12
229,-11,32,-12
230,-8,31,-7
231,-5,35,-6
232,-7,43,-10
233,-13,38,-11
234,-13,36,-11
235,-9,35,-8
236,-8,36,-8
237,-14,37,-10
238,-13,33,-12
239,-12,34,-12
240,-4,38,-4
241,-6,39,-14
242,-10,38,-11
243,-11,38,-12
244,-13,37,-11
245,-17,37,-12
246,-14,36,-11
247,-12,37,-11
248,-11,38,-11
